count,timestamp_local,timestamp_unix,Time [sec],module_address,PIR sensor 00 (center) [V],PIR sensor 01 (tv) [V],PIR sensor 02 (kitchen) [V],PIR sensor 03 (closet) [V],PIR sensor 04 (sofa) [V]
601,2026-06-23 17:21:07.617,1782202867.617916,27.2113356590271,192.168.11.2,1.1324785947799683,1.1367521286010742,1.1324785947799683,1.1172161102294922,1.0976800918579102
602,2026-06-23 17:21:07.618,1782202867.618721,27.212140798568726,192.168.11.2,1.133699655532837,1.1312576532363892,1.1324785947799683,1.1147741079330444,1.1117216348648071
603,2026-06-23 17:21:07.618,1782202867.618721,27.212140798568726,192.168.11.2,1.1306471824645996,1.1147741079330444,1.1373625993728638,1.1208791732788086,1.1263736486434937
604,2026-06-23 17:21:07.653,1782202867.653639,27.247058391571045,192.168.11.2,1.125152587890625,1.1147741079330444,1.1373625993728638,1.1245421171188354,1.129426121711731
605,2026-06-23 17:21:07.679,1782202867.67913,27.272549867630005,192.168.11.2,1.1147741079330444,1.1141636371612549,1.1355311870574951,1.1361416578292847,1.1324785947799683
606,2026-06-23 17:21:07.820,1782202867.820219,27.413638591766357,192.168.11.2,1.1129425764083862,1.1184371709823608,1.1367521286010742,1.1404151916503906,1.1367521286010742
607,2026-06-23 17:21:07.823,1782202867.823264,27.41668391227722,192.168.11.2,1.11965811252594,1.1172161102294922,1.1355311870574951,1.1514041423797607,1.139194130897522
608,2026-06-23 17:21:07.823,1782202867.823264,27.41668391227722,192.168.11.2,1.1172161102294922,1.123931646347046,1.1221001148223877,1.1562881469726562,1.1495726108551025
609,2026-06-23 17:21:07.903,1782202867.903317,27.496737241744995,192.168.11.2,1.1214896440505981,1.1184371709823608,1.1141636371612549,1.154456615447998,1.164224624633789
610,2026-06-23 17:21:07.907,1782202867.907346,27.500766038894653,192.168.11.2,1.1245421171188354,1.1166056394577026,1.1074481010437012,1.1599512100219727,1.178266167640686
611,2026-06-23 17:21:07.939,1782202867.939187,27.532607316970825,192.168.11.2,1.1227105855941772,1.125152587890625,1.1037851572036743,1.1593406200408936,1.2081806659698486
612,2026-06-23 17:21:07.991,1782202867.991628,27.585047960281372,192.168.11.2,1.1227105855941772,1.1282051801681519,1.1092796325683594,1.1605616807937622,1.2246642112731934
613,2026-06-23 17:21:08.011,1782202868.011917,27.605336666107178,192.168.11.2,1.129426121711731,1.125763177871704,1.1123321056365967,1.1556776762008667,1.2405372858047485
614,2026-06-23 17:21:08.096,1782202868.096914,27.69033408164978,192.168.11.2,1.1300365924835205,1.1147741079330444,1.1147741079330444,1.143467664718628,1.2496947050094604
615,2026-06-23 17:21:08.099,1782202868.099399,27.692819356918335,192.168.11.2,1.129426121711731,1.115995168685913,1.1208791732788086,1.1385836601257324,1.254578709602356
616,2026-06-23 17:21:08.176,1782202868.176717,27.770137071609497,192.168.11.2,1.1245421171188354,1.1166056394577026,1.1269841194152832,1.1318681240081787,1.254578709602356
617,2026-06-23 17:21:08.178,1782202868.178726,27.772145748138428,192.168.11.2,1.1263736486434937,1.1105005741119385,1.1306471824645996,1.1275945901870728,1.2539682388305664
618,2026-06-23 17:21:08.219,1782202868.21924,27.81265950202942,192.168.11.2,1.1263736486434937,1.1043956279754639,1.1404151916503906,1.1221001148223877,1.254578709602356
619,2026-06-23 17:21:08.261,1782202868.261584,27.855003118515015,192.168.11.2,1.125152587890625,1.1050060987472534,1.1477411985397339,1.1330891847610474,1.255189299583435
620,2026-06-23 17:21:08.302,1782202868.302419,27.895838975906372,192.168.11.2,1.1275945901870728,1.1043956279754639,1.1538461446762085,1.1306471824645996,1.250915765762329
621,2026-06-23 17:21:08.438,1782202868.438828,28.03224754333496,192.168.11.2,1.1172161102294922,1.0946276187896729,1.1581196784973145,1.1385836601257324,1.2472527027130127
622,2026-06-23 17:21:08.442,1782202868.442269,28.035689115524292,192.168.11.2,1.109890103340149,1.0927960872650146,1.1648352146148682,1.1416361331939697,1.235653281211853
623,2026-06-23 17:21:08.442,1782202868.442269,28.035689115524292,192.168.11.2,1.106227159500122,1.090354084968567,1.17399263381958,1.1379731893539429,1.2234432697296143
624,2026-06-23 17:21:08.444,1782202868.444277,28.037697076797485,192.168.11.2,1.096459150314331,1.0891331434249878,1.1776556968688965,1.1324785947799683,1.2136752605438232
625,2026-06-23 17:21:08.498,1782202868.49831,28.091729640960693,192.168.11.2,1.092185616493225,1.090354084968567,1.1819292306900024,1.1306471824645996,1.207570195198059
626,2026-06-23 17:21:08.548,1782202868.548953,28.142372369766235,192.168.11.2,1.0891331434249878,1.096459150314331,1.188034176826477,1.1141636371612549,1.2069597244262695
627,2026-06-23 17:21:08.558,1782202868.558639,28.152059078216553,192.168.11.2,1.0909645557403564,1.1019536256790161,1.1849817037582397,1.1050060987472534,1.1959706544876099
628,2026-06-23 17:21:08.606,1782202868.606295,28.19971513748169,192.168.11.2,1.100122094154358,1.1086691617965698,1.1892552375793457,1.096459150314331,1.1916972398757935
