count,timestamp_local,timestamp_unix,Time [sec],module_address,PIR sensor 00 (center) [V],PIR sensor 01 (tv) [V],PIR sensor 02 (kitchen) [V],PIR sensor 03 (closet) [V],PIR sensor 04 (sofa) [V]
613,2026-06-23 17:39:28.700,1782203968.700261,27.68341851234436,192.168.11.5,1.6404151916503906,1.1483516693115234,1.1129425764083862,1.1507936716079712,0.5347985625267029
614,2026-06-23 17:39:28.737,1782203968.7377,27.720857858657837,192.168.11.5,1.6691086292266846,1.143467664718628,1.115384578704834,1.0409035682678223,0.23626373708248138
615,2026-06-23 17:39:28.785,1782203968.785029,27.768186330795288,192.168.11.5,1.6800976991653442,1.1428571939468384,1.1227105855941772,0.8894993662834167,0.007936508394777775
616,2026-06-23 17:39:28.816,1782203968.816371,27.79952836036682,192.168.11.5,1.6764346361160278,1.1422466039657593,1.1282051801681519,0.7454212307929993,0.005494505632668734
617,2026-06-23 17:39:28.847,1782203968.847282,27.830439567565918,192.168.11.5,1.6623932123184204,1.1361416578292847,1.1385836601257324,0.6019536256790161,0.004273504484444857
618,2026-06-23 17:39:28.895,1782203968.895238,27.87788414955139,192.168.11.5,1.6416361331939697,1.125152587890625,1.1495726108551025,0.47557997703552246,0.006105006206780672
619,2026-06-23 17:39:28.927,1782203968.927384,27.91054129600525,192.168.11.5,1.61965811252594,1.1147741079330444,1.1538461446762085,0.3351648449897766,0.0067155067808926105
620,2026-06-23 17:39:29.053,1782203969.053389,28.036545991897583,192.168.11.5,1.5940171480178833,1.1086691617965698,1.1660561561584473,0.22100122272968292,0.007936508394777775
621,2026-06-23 17:39:29.053,1782203969.053389,28.036545991897583,192.168.11.5,1.5622711181640625,1.1031745672225952,1.168498158454895,0.12332112342119217,0.006105006206780672
622,2026-06-23 17:39:29.056,1782203969.056376,28.039532899856567,192.168.11.5,1.528083086013794,1.0940171480178833,1.158730149269104,0.03907204046845436,0.010989011265337467
623,2026-06-23 17:39:29.093,1782203969.093387,28.07559895515442,192.168.11.5,1.4908424615859985,1.090354084968567,1.153235673904419,0.012820512987673283,0.0067155067808926105
624,2026-06-23 17:39:29.136,1782203969.136949,28.120105981826782,192.168.11.5,1.4597069025039673,1.0842491388320923,1.1495726108551025,0.013431013561785221,0.007326007355004549
625,2026-06-23 17:39:29.186,1782203969.186354,28.169511556625366,192.168.11.5,1.4163614511489868,1.08669114112854,1.1514041423797607,0.008547008968889713,0.007326007355004549
626,2026-06-23 17:39:29.213,1782203969.213716,28.1968731880188,192.168.11.5,1.3754578828811646,1.0805860757827759,1.143467664718628,0.012820512987673283,0.005494505632668734
627,2026-06-23 17:39:29.259,1782203969.259123,28.24228072166443,192.168.11.5,1.3205127716064453,1.072649598121643,1.1501832008361816,0.012820512987673283,0.007326007355004549
628,2026-06-23 17:39:29.286,1782203969.286822,28.269979000091553,192.168.11.5,1.2429792881011963,1.0677655935287476,1.1459096670150757,0.012210012413561344,0.007326007355004549
629,2026-06-23 17:39:29.331,1782203969.331925,28.315082788467407,192.168.11.5,1.1416361331939697,1.0506715774536133,1.1404151916503906,0.012210012413561344,0.07997558265924454
630,2026-06-23 17:39:29.380,1782203969.380749,28.363906860351562,192.168.11.5,1.025030493736267,1.0445665121078491,1.1398046016693115,0.011599511839449406,0.22161172330379486
631,2026-06-23 17:39:29.422,1782203969.422249,28.40540623664856,192.168.11.5,0.8980463743209839,1.025030493736267,1.148962140083313,0.041514042764902115,0.3748473823070526
632,2026-06-23 17:39:29.446,1782203969.446596,28.42975354194641,192.168.11.5,0.7625152468681335,1.014041543006897,1.1605616807937622,0.22405372560024261,0.5372405648231506
633,2026-06-23 17:39:29.500,1782203969.500319,28.483476161956787,192.168.11.5,0.6269841194152832,1.009768009185791,1.1654456853866577,0.43711844086647034,0.7277167439460754
634,2026-06-23 17:39:29.544,1782203969.544316,28.527472972869873,192.168.11.5,0.4938949942588806,1.0103784799575806,1.1746032238006592,0.7319902181625366,0.9365079402923584
635,2026-06-23 17:39:29.580,1782203969.580425,28.56156826019287,192.168.11.5,0.3748473823070526,1.0146520137786865,1.1648352146148682,1.019536018371582,1.1514041423797607
636,2026-06-23 17:39:29.613,1782203969.613048,28.596205472946167,192.168.11.5,0.2777777910232544,1.019536018371582,1.172771692276001,1.3290598392486572,1.3669108152389526
637,2026-06-23 17:39:29.674,1782203969.674201,28.657358407974243,192.168.11.5,0.19780220091342926,1.0305250883102417,1.164224624633789,1.6507936716079712,1.5970696210861206
638,2026-06-23 17:39:29.696,1782203969.696729,28.67988681793213,192.168.11.5,0.14957265555858612,1.037851095199585,1.1617826223373413,1.9713064432144165,1.8376067876815796
639,2026-06-23 17:39:29.738,1782203969.738449,28.7195885181427,192.168.11.5,0.1367521435022354,1.053113579750061,1.1599512100219727,2.1898655891418457,2.106227159500122
640,2026-06-23 17:39:29.785,1782203969.785249,28.768406629562378,192.168.11.5,0.15689866244792938,1.0702075958251953,1.164224624633789,2.1898655891418457,2.1886446475982666
641,2026-06-23 17:39:29.817,1782203969.817356,28.80051326751709,192.168.11.5,0.19780220091342926,1.0897436141967773,1.1623932123184204,2.1898655891418457,2.1898655891418457
642,2026-06-23 17:39:29.864,1782203969.864368,28.84752583503723,192.168.11.5,0.25457876920700073,1.1007325649261475,1.1599512100219727,2.190476179122925,2.1892552375793457
643,2026-06-23 17:39:29.919,1782203969.91972,28.90287709236145,192.168.11.5,0.30891332030296326,1.1074481010437012,1.1550672054290771,2.1886446475982666,2.1898655891418457
644,2026-06-23 17:39:29.932,1782203969.932352,28.915509700775146,192.168.11.5,0.371184378862381,1.1208791732788086,1.1568986177444458,2.1886446475982666,2.1898655891418457
645,2026-06-23 17:39:29.964,1782203969.964016,28.94717311859131,192.168.11.5,0.45665445923805237,1.143467664718628,1.1623932123184204,2.1898655891418457,2.1892552375793457
646,2026-06-23 17:39:30.021,1782203970.021389,29.00454592704773,192.168.11.5,0.5421245694160461,1.157509207725525,1.1800976991653442,2.1874237060546875,2.1898655891418457
647,2026-06-23 17:39:30.060,1782203970.060558,29.043715715408325,192.168.11.5,0.6446886658668518,1.1666666269302368,1.202075719833374,2.1898655891418457,2.1892552375793457
648,2026-06-23 17:39:30.098,1782203970.098221,29.08137822151184,192.168.11.5,0.7594627737998962,1.1794872283935547,1.2289377450942993,2.1892552375793457,2.1886446475982666
649,2026-06-23 17:39:30.127,1782203970.127651,29.110808610916138,192.168.11.5,0.8717948794364929,1.1862026453018188,1.2515262365341187,2.1892552375793457,2.190476179122925
650,2026-06-23 17:39:30.177,1782203970.177075,29.16023278236389,192.168.11.5,0.9871794581413269,1.1916972398757935,1.2625153064727783,2.1886446475982666,2.190476179122925
651,2026-06-23 17:39:30.209,1782203970.209354,29.192510843276978,192.168.11.5,1.0805860757827759,1.193528652191162,1.2753357887268066,2.1898655891418457,2.1880342960357666
652,2026-06-23 17:39:30.254,1782203970.25494,29.238097429275513,192.168.11.5,1.2094017267227173,1.196581244468689,1.2887667417526245,2.1892552375793457,2.1898655891418457
653,2026-06-23 17:39:30.292,1782203970.292351,29.275508403778076,192.168.11.5,1.3852258920669556,1.196581244468689,1.302197813987732,2.1892552375793457,2.1874237060546875
654,2026-06-23 17:39:30.335,1782203970.335007,29.318164110183716,192.168.11.5,1.6233211755752563,1.1929181814193726,1.3052502870559692,2.104395627975464,2.0982906818389893
655,2026-06-23 17:39:30.369,1782203970.369945,29.353102684020996,192.168.11.5,1.931623935699463,1.1862026453018188,1.2905982732772827,2.0213675498962402,2.0134310722351074
656,2026-06-23 17:39:30.414,1782203970.414382,29.397539615631104,192.168.11.5,2.1758241653442383,1.1794872283935547,1.2503052949905396,1.9438339471817017,1.9291819334030151
657,2026-06-23 17:39:30.451,1782203970.451224,29.434381008148193,192.168.11.5,2.175213575363159,1.178266167640686,1.1807081699371338,1.8186813592910767,1.7631257772445679
658,2026-06-23 17:39:30.494,1782203970.494734,29.477891206741333,192.168.11.5,2.1764347553253174,1.177045226097107,1.07631254196167,1.3333333730697632,1.4938949346542358
659,2026-06-23 17:39:30.530,1782203970.53099,29.514147520065308,192.168.11.5,2.1764347553253174,1.164224624633789,0.9413919448852539,0.6800976991653442,1.1581196784973145
660,2026-06-23 17:39:30.582,1782203970.582914,29.566071033477783,192.168.11.5,2.1764347553253174,1.1556776762008667,0.7857142686843872,0.012820512987673283,0.7905982732772827
661,2026-06-23 17:39:30.618,1782203970.618458,29.60161542892456,192.168.11.5,2.1764347553253174,1.1526252031326294,0.6269841194152832,0.010378510691225529,0.4365079402923584
662,2026-06-23 17:39:30.655,1782203970.655932,29.639089822769165,192.168.11.5,2.1764347553253174,1.143467664718628,0.46581196784973145,0.007936508394777775,0.11172161251306534
663,2026-06-23 17:39:30.688,1782203970.688765,29.67192244529724,192.168.11.5,2.1764347553253174,1.1288156509399414,0.3553113639354706,0.008547008968889713,0.007936508394777775
664,2026-06-23 17:39:30.731,1782203970.731337,29.714494228363037,192.168.11.5,2.1764347553253174,1.125763177871704,0.29792430996894836,0.00976801011711359,0.0067155067808926105
665,2026-06-23 17:39:30.770,1782203970.770275,29.753432512283325,192.168.11.5,1.9151403903961182,1.123931646347046,0.30280831456184387,0.00976801011711359,0.0067155067808926105
666,2026-06-23 17:39:30.819,1782203970.819461,29.8026180267334,192.168.11.5,1.5757020711898804,1.123931646347046,0.3620268702507019,0.00976801011711359,0.006105006206780672
667,2026-06-23 17:39:30.852,1782203970.852239,29.83539652824402,192.168.11.5,1.2698413133621216,1.1190476417541504,0.450549453496933,0.010378510691225529,0.0067155067808926105
668,2026-06-23 17:39:30.900,1782203970.900202,29.883359909057617,192.168.11.5,1.008547067642212,1.115384578704834,0.5708180665969849,0.00976801011711359,0.005494505632668734
669,2026-06-23 17:39:30.933,1782203970.933187,29.91634440422058,192.168.11.5,0.8052502870559692,1.1007325649261475,0.6678876876831055,0.00976801011711359,0.0067155067808926105
670,2026-06-23 17:39:30.964,1782203970.964599,29.94775676727295,192.168.11.5,0.6477411389350891,1.0879120826721191,0.7600732445716858,0.00976801011711359,0.006105006206780672
671,2026-06-23 17:39:31.019,1782203971.019667,30.002824306488037,192.168.11.5,0.5384615659713745,1.0744811296463013,0.8498168587684631,0.010989011265337467,0.007326007355004549
