count,timestamp_local,timestamp_unix,Time [sec],module_address,PIR sensor 00 (center) [V],PIR sensor 01 (tv) [V],PIR sensor 02 (kitchen) [V],PIR sensor 03 (closet) [V],PIR sensor 04 (sofa) [V]
613,2026-06-23 17:39:28.700,1782203968.700261,27.68341851234436,192.168.11.3,1.1440781354904175,1.3687423467636108,1.1404151916503906,1.1306471824645996,1.4169719219207764
614,2026-06-23 17:39:28.737,1782203968.7377,27.720857858657837,192.168.11.3,1.1691086292266846,1.433455467224121,1.1385836601257324,1.1404151916503906,1.3870574235916138
615,2026-06-23 17:39:28.769,1782203968.769282,27.752439498901367,192.168.11.3,1.1916972398757935,1.5073260068893433,1.1367521286010742,1.1514041423797607,1.311965823173523
616,2026-06-23 17:39:28.800,1782203968.800696,27.78385329246521,192.168.11.3,1.2069597244262695,1.5708180665969849,1.1355311870574951,1.148962140083313,1.2039072513580322
617,2026-06-23 17:39:28.847,1782203968.847282,27.830439567565918,192.168.11.3,1.2045177221298218,1.6147741079330444,1.1355311870574951,1.1440781354904175,1.0744811296463013
618,2026-06-23 17:39:28.920,1782203968.920327,27.903484344482422,192.168.11.3,1.1788766384124756,1.6550672054290771,1.1306471824645996,1.1398046016693115,0.9279609322547913
619,2026-06-23 17:39:28.949,1782203968.949735,27.932892560958862,192.168.11.3,1.139194130897522,1.6874237060546875,1.125152587890625,1.1385836601257324,0.7789987921714783
620,2026-06-23 17:39:28.978,1782203968.978619,27.96177625656128,192.168.11.3,1.0842491388320923,1.707570195198059,1.1172161102294922,1.143467664718628,0.6483516693115234
621,2026-06-23 17:39:29.016,1782203969.016528,27.999685287475586,192.168.11.3,1.0030524730682373,1.711843729019165,1.1123321056365967,1.1477411985397339,0.5476190447807312
622,2026-06-23 17:39:29.053,1782203969.053389,28.036545991897583,192.168.11.3,0.9255189299583435,1.7197802066802979,1.1135531663894653,1.1636141538619995,0.48656898736953735
623,2026-06-23 17:39:29.097,1782203969.097168,28.08032536506653,192.168.11.3,0.841269850730896,1.7130646705627441,1.115384578704834,1.1941392421722412,0.4792429804801941
624,2026-06-23 17:39:29.134,1782203969.134935,28.11809229850769,192.168.11.3,0.7515262365341187,1.7069597244262695,1.1147741079330444,1.2264957427978516,0.5280830264091492
625,2026-06-23 17:39:29.170,1782203969.17029,28.15344738960266,192.168.11.3,0.66300368309021,1.6947497129440308,1.1166056394577026,1.2667887210845947,0.6263736486434937
626,2026-06-23 17:39:29.221,1782203969.221117,28.20427441596985,192.168.11.3,0.583638608455658,1.6648352146148682,1.1221001148223877,1.322954773902893,0.7893772721290588
627,2026-06-23 17:39:29.251,1782203969.251092,28.234249591827393,192.168.11.3,0.5207570195198059,1.6037851572036743,1.1227105855941772,1.4102563858032227,1.0708180665969849
628,2026-06-23 17:39:29.296,1782203969.296337,28.279494285583496,192.168.11.3,0.49267399311065674,1.5311355590820312,1.115384578704834,1.4780219793319702,1.3632478713989258
629,2026-06-23 17:39:29.349,1782203969.349671,28.332828044891357,192.168.11.3,0.49145299196243286,1.4242979288101196,1.1111111640930176,1.5402930974960327,1.7692307233810425
