count,timestamp_local,timestamp_unix,Time [sec],module_address,PIR sensor 00 (center) [V],PIR sensor 01 (tv) [V],PIR sensor 02 (kitchen) [V],PIR sensor 03 (closet) [V],PIR sensor 04 (sofa) [V]
562,2026-06-23 16:32:22.760,1782199942.760615,25.508975505828857,192.168.11.2,1.125152587890625,1.11965811252594,1.1648352146148682,1.0995116233825684,1.1959706544876099
563,2026-06-23 16:32:22.811,1782199942.811555,25.559915781021118,192.168.11.2,1.125152587890625,1.1190476417541504,1.1794872283935547,1.095848560333252,1.2167277336120605
564,2026-06-23 16:32:22.849,1782199942.849469,25.597830057144165,192.168.11.2,1.1208791732788086,1.1288156509399414,1.1800976991653442,1.0940171480178833,1.2295482158660889
565,2026-06-23 16:32:22.966,1782199942.966517,25.71487808227539,192.168.11.2,1.1202685832977295,1.1288156509399414,1.1752136945724487,1.0995116233825684,1.2387057542800903
566,2026-06-23 16:32:22.998,1782199942.998474,25.746834993362427,192.168.11.2,1.1190476417541504,1.1269841194152832,1.1660561561584473,1.1080585718154907,1.2380952835083008
567,2026-06-23 16:32:23.012,1782199943.012732,25.761093139648438,192.168.11.2,1.1184371709823608,1.134920597076416,1.1501832008361816,1.1141636371612549,1.2338217496871948
568,2026-06-23 16:32:23.061,1782199943.061474,25.809835195541382,192.168.11.2,1.1172161102294922,1.134920597076416,1.139194130897522,1.1123321056365967,1.2228326797485352
569,2026-06-23 16:32:23.140,1782199943.140694,25.889055013656616,192.168.11.2,1.115384578704834,1.1318681240081787,1.1306471824645996,1.1141636371612549,1.20634925365448
570,2026-06-23 16:32:23.172,1782199943.17265,25.921010971069336,192.168.11.2,1.1141636371612549,1.1300365924835205,1.1233211755752563,1.115995168685913,1.186813235282898
571,2026-06-23 16:32:23.221,1782199943.221625,25.969985485076904,192.168.11.2,1.1263736486434937,1.1214896440505981,1.1184371709823608,1.1245421171188354,1.1752136945724487
572,2026-06-23 16:32:23.336,1782199943.336714,26.08507513999939,192.168.11.2,1.125152587890625,1.1135531663894653,1.1190476417541504,1.125763177871704,1.17399263381958
573,2026-06-23 16:32:23.398,1782199943.398258,26.146619081497192,192.168.11.2,1.1263736486434937,1.1086691617965698,1.1355311870574951,1.1269841194152832,1.1800976991653442
574,2026-06-23 16:32:23.428,1782199943.428176,26.176536798477173,192.168.11.2,1.125152587890625,1.1111111640930176,1.1459096670150757,1.1288156509399414,1.1929181814193726
575,2026-06-23 16:32:23.472,1782199943.47221,26.220571041107178,192.168.11.2,1.1275945901870728,1.1141636371612549,1.1562881469726562,1.1288156509399414,1.2264957427978516
576,2026-06-23 16:32:23.523,1782199943.523066,26.271426916122437,192.168.11.2,1.1245421171188354,1.1245421171188354,1.1648352146148682,1.1355311870574951,1.2582417726516724
577,2026-06-23 16:32:23.548,1782199943.548231,26.296591997146606,192.168.11.2,1.1190476417541504,1.1269841194152832,1.1697192192077637,1.1477411985397339,1.2942613363265991
578,2026-06-23 16:32:23.586,1782199943.586582,26.334943294525146,192.168.11.2,1.1068376302719116,1.1282051801681519,1.1636141538619995,1.1501832008361816,1.3278387784957886
579,2026-06-23 16:32:23.599,1782199943.599882,26.34824228286743,192.168.11.2,1.1037851572036743,1.134920597076416,1.1550672054290771,1.164224624633789,1.3461538553237915
580,2026-06-23 16:32:23.628,1782199943.628614,26.37697458267212,192.168.11.2,1.1019536256790161,1.1404151916503906,1.1355311870574951,1.1691086292266846,1.3687423467636108
581,2026-06-23 16:32:23.681,1782199943.681236,26.429596662521362,192.168.11.2,1.109890103340149,1.1398046016693115,1.1343101263046265,1.1758241653442383,1.3882783651351929
582,2026-06-23 16:32:23.710,1782199943.710045,26.458406448364258,192.168.11.2,1.1141636371612549,1.1318681240081787,1.1275945901870728,1.1752136945724487,1.4188034534454346
583,2026-06-23 16:32:23.713,1782199943.713469,26.461829900741577,192.168.11.2,1.1190476417541504,1.123931646347046,1.129426121711731,1.178266167640686,1.4438339471817017
584,2026-06-23 16:32:23.751,1782199943.751109,26.499469995498657,192.168.11.2,1.1282051801681519,1.1227105855941772,1.1300365924835205,1.1715506315231323,1.4700855016708374
585,2026-06-23 16:32:23.765,1782199943.765668,26.514028549194336,192.168.11.2,1.123931646347046,1.1190476417541504,1.1410256624221802,1.1697192192077637,1.4993895292282104
586,2026-06-23 16:32:23.782,1782199943.782354,26.530714988708496,192.168.11.2,1.125152587890625,1.1105005741119385,1.1459096670150757,1.1746032238006592,1.5256410837173462
587,2026-06-23 16:32:23.793,1782199943.793884,26.542244911193848,192.168.11.2,1.1355311870574951,1.1068376302719116,1.1428571939468384,1.1715506315231323,1.548840045928955
588,2026-06-23 16:32:23.809,1782199943.809709,26.558069705963135,192.168.11.2,1.1398046016693115,1.105616569519043,1.1428571939468384,1.1648352146148682,1.5579975843429565
589,2026-06-23 16:32:23.844,1782199943.844719,26.593080043792725,192.168.11.2,1.1404151916503906,1.0982905626296997,1.143467664718628,1.1648352146148682,1.5512820482254028
590,2026-06-23 16:32:23.882,1782199943.882,26.63036036491394,192.168.11.2,1.1343101263046265,1.096459150314331,1.1367521286010742,1.1605616807937622,1.5384615659713745
591,2026-06-23 16:32:23.917,1782199943.917957,26.66631770133972,192.168.11.2,1.1245421171188354,1.095848560333252,1.11965811252594,1.154456615447998,1.4975579977035522
592,2026-06-23 16:32:24.064,1782199944.064219,26.81257963180542,192.168.11.2,1.1117216348648071,1.0995116233825684,1.105616569519043,1.164224624633789,1.451159954071045
