count,timestamp_local,timestamp_unix,Time [sec],module_address,PIR sensor 00 (center) [V],PIR sensor 01 (tv) [V],PIR sensor 02 (kitchen) [V],PIR sensor 03 (closet) [V],PIR sensor 04 (sofa) [V]
739,2026-06-23 18:02:34.483,1782205354.483314,32.56531381607056,192.168.11.6,1.1043956279754639,1.1013431549072266,1.1538461446762085,0.6691086888313293,1.1263736486434937
740,2026-06-23 18:02:34.521,1782205354.521316,32.603315591812134,192.168.11.6,1.095848560333252,1.1141636371612549,1.183760643005371,0.6636141538619995,1.1398046016693115
741,2026-06-23 18:02:34.564,1782205354.564773,32.646772384643555,192.168.11.6,1.086080551147461,1.123931646347046,1.211843729019165,0.6562881469726562,1.1440781354904175
742,2026-06-23 18:02:34.604,1782205354.604869,32.68686842918396,192.168.11.6,1.0842491388320923,1.1288156509399414,1.2319902181625366,0.6477411389350891,1.1459096670150757
743,2026-06-23 18:02:34.646,1782205354.646193,32.7281928062439,192.168.11.6,1.0891331434249878,1.1379731893539429,1.2460317611694336,0.6465201377868652,1.139194130897522
744,2026-06-23 18:02:34.688,1782205354.688096,32.77009582519531,192.168.11.6,1.092185616493225,1.1477411985397339,1.2735042572021484,0.6501831412315369,1.133699655532837
745,2026-06-23 18:02:34.712,1782205354.712837,32.79483699798584,192.168.11.6,1.096459150314331,1.153235673904419,1.278388261795044,0.6654456853866577,1.1306471824645996
746,2026-06-23 18:02:34.766,1782205354.766604,32.84860420227051,192.168.11.6,1.1019536256790161,1.1514041423797607,1.283882737159729,0.6990231871604919,1.1245421171188354
747,2026-06-23 18:02:34.805,1782205354.805059,32.88705897331238,192.168.11.6,1.1117216348648071,1.1520146131515503,1.2899878025054932,0.7557997703552246,1.1208791732788086
748,2026-06-23 18:02:34.842,1782205354.842232,32.92423152923584,192.168.11.6,1.129426121711731,1.1520146131515503,1.2912087440490723,0.8333333134651184,1.123931646347046
749,2026-06-23 18:02:34.891,1782205354.891901,32.97390055656433,192.168.11.6,1.1330891847610474,1.1514041423797607,1.2869353294372559,0.930402934551239,1.1245421171188354
750,2026-06-23 18:02:34.923,1782205354.923922,33.005922079086304,192.168.11.6,1.1410256624221802,1.1514041423797607,1.2863247394561768,1.0439560413360596,1.1227105855941772
