count,timestamp_local,timestamp_unix,Time [sec],module_address,PIR sensor 00 (center) [V],PIR sensor 01 (tv) [V],PIR sensor 02 (kitchen) [V],PIR sensor 03 (closet) [V],PIR sensor 04 (sofa) [V]
739,2026-06-23 18:02:34.483,1782205354.483314,32.56531381607056,192.168.11.5,1.6410256624221802,1.1416361331939697,1.1477411985397339,0.887057363986969,0.005494505632668734
740,2026-06-23 18:02:34.521,1782205354.521316,32.603315591812134,192.168.11.5,1.6788766384124756,1.1373625993728638,1.1465201377868652,0.7442002296447754,0.0067155067808926105
741,2026-06-23 18:02:34.548,1782205354.548943,32.630942821502686,192.168.11.5,1.7112332582473755,1.1379731893539429,1.1477411985397339,0.6074481010437012,0.005494505632668734
742,2026-06-23 18:02:34.608,1782205354.608493,32.69049286842346,192.168.11.5,1.7399266958236694,1.1300365924835205,1.1562881469726562,0.450549453496933,0.005494505632668734
743,2026-06-23 18:02:34.646,1782205354.646193,32.7281928062439,192.168.11.5,1.764346718788147,1.1214896440505981,1.1581196784973145,0.281440794467926,0.006105006206780672
744,2026-06-23 18:02:34.688,1782205354.688096,32.77009582519531,192.168.11.5,1.774725317955017,1.1135531663894653,1.157509207725525,0.11416361480951309,0.005494505632668734
745,2026-06-23 18:02:34.726,1782205354.726798,32.80879783630371,192.168.11.5,1.7637362480163574,1.1025640964508057,1.1520146131515503,0.012820512987673283,0.006105006206780672
746,2026-06-23 18:02:34.768,1782205354.768274,32.850274085998535,192.168.11.5,1.7264957427978516,1.0915751457214355,1.1428571939468384,0.013431013561785221,0.006105006206780672
747,2026-06-23 18:02:34.803,1782205354.803221,32.88522124290466,192.168.11.5,1.6605616807937622,1.0787545442581177,1.1367521286010742,0.012210012413561344,0.0067155067808926105
748,2026-06-23 18:02:34.844,1782205354.844821,32.92682099342346,192.168.11.5,1.556776523590088,1.0604395866394043,1.1263736486434937,0.012210012413561344,0.0067155067808926105
749,2026-06-23 18:02:34.891,1782205354.891901,32.97390055656433,192.168.11.5,1.4151403903961182,1.053113579750061,1.1208791732788086,0.010989011265337467,0.0067155067808926105
750,2026-06-23 18:02:34.923,1782205354.923922,33.005922079086304,192.168.11.5,1.216117262840271,1.0518925189971924,1.1135531663894653,0.010989011265337467,0.007326007355004549
